Drive carrier fitness,Introduction frequency,Generations to 99% drive individuals,Generation of maximum drive frequency,Maximum drive frequency
0.86,0.45,9,9,1
0.86,0.45,10,10,1
0.86,0.45,8,9,1
0.86,0.45,8,9,1
0.86,0.45,10,11,1
0.86,0.45,8,9,1
0.86,0.45,11,11,1
0.86,0.46,8,9,1
0.86,0.46,10,10,1
0.86,0.46,9,9,1
0.86,0.46,7,8,1
0.86,0.46,9,9,1
0.86,0.46,10,10,1
0.86,0.46,8,9,1
0.86,0.46,10,10,1
0.86,0.46,9,10,1
0.86,0.46,9,10,1
0.86,0.47,8,8,1
0.86,0.47,9,9,1
0.86,0.47,9,9,1
0.86,0.47,8,9,1
0.86,0.47,12,12,1
0.86,0.47,12,12,1
0.86,0.47,9,9,1
0.86,0.47,10,10,1
0.86,0.47,8,9,1
0.86,0.47,8,9,1
0.86,0.48,9,9,1
0.86,0.48,9,9,1
0.86,0.48,8,10,1
0.86,0.48,9,9,1
0.86,0.48,9,9,1
0.86,0.48,10,10,1
0.86,0.48,10,10,1
0.86,0.48,8,9,1
0.86,0.48,8,9,1
0.86,0.48,10,10,1
0.86,0.49,7,9,1
0.86,0.49,9,9,1
0.86,0.49,9,10,1
0.86,0.49,8,9,1
0.86,0.49,9,9,1
0.86,0.49,10,10,1
0.86,0.49,9,9,1
0.86,0.49,8,8,1
0.86,0.49,10,10,1
0.86,0.49,8,8,1
0.86,0.5,8,10,1
0.86,0.5,8,8,1
0.86,0.5,12,12,1
0.86,0.5,8,9,1
0.86,0.5,14,14,1
0.86,0.5,9,9,1
0.86,0.5,10,10,1
0.86,0.5,13,13,1
0.86,0.5,8,9,1
0.86,0.5,10,10,1
0.87,0,1000,0,0
0.87,0.01,17,17,1
0.87,0.01,17,17,1
0.87,0.01,16,17,1
0.87,0.01,18,18,1
0.87,0.01,17,17,1
0.87,0.01,17,18,1
0.87,0.01,18,18,1
0.87,0.01,17,17,1
0.87,0.01,17,17,1
0.87,0.01,17,17,1
0.87,0.02,15,15,1
0.87,0.02,15,16,1
0.87,0.02,17,17,1
0.87,0.02,15,15,1
0.87,0.02,16,17,1
0.87,0.02,16,16,1
0.87,0.02,17,17,1
0.87,0.02,16,17,1
0.87,0.02,17,17,1
0.87,0.02,16,16,1
0.87,0.03,14,16,1
0.87,0.03,15,15,1
0.87,0.03,14,14,1
0.87,0.03,15,16,1
0.87,0.03,14,15,1
0.87,0.03,15,15,1
0.87,0.03,16,16,1
0.87,0.03,17,17,1
0.87,0.03,15,15,1
0.87,0.03,14,15,1
0.87,0.04,14,14,1
0.87,0.04,15,15,1
0.87,0.04,15,15,1
0.87,0.04,13,15,1
0.87,0.04,23,23,1
0.87,0.04,16,16,1
0.87,0.04,14,15,1
0.87,0.04,14,14,1
0.87,0.04,15,15,1
0.87,0.04,16,16,1
0.87,0.05,14,14,1
0.87,0.05,14,14,1
0.87,0.05,13,14,1
0.87,0.05,13,15,1
0.87,0.05,14,14,1
0.87,0.05,15,15,1
0.87,0.05,14,14,1
0.87,0.05,15,15,1
0.87,0.05,13,14,1
0.87,0.05,14,14,1
0.87,0.06,13,14,1
0.87,0.06,17,17,1
0.87,0.06,13,14,1
0.87,0.06,13,14,1
0.87,0.06,13,14,1
0.87,0.06,14,14,1
0.87,0.06,14,14,1
0.87,0.06,15,15,1
0.87,0.06,13,14,1
0.87,0.06,14,14,1
0.87,0.07,13,13,1
0.87,0.07,12,12,1
0.87,0.07,13,14,1
0.87,0.07,14,14,1
0.87,0.07,12,12,1
0.87,0.07,17,17,1
0.87,0.07,13,14,1
0.87,0.07,18,19,1
0.87,0.07,13,13,1
0.87,0.07,13,14,1
0.87,0.08,12,13,1
0.87,0.08,14,14,1
0.87,0.08,18,18,1
0.87,0.08,13,13,1
0.87,0.08,14,14,1
0.87,0.08,12,13,1
0.87,0.08,13,13,1
0.87,0.08,13,13,1
0.87,0.08,14,14,1
0.87,0.08,13,13,1
0.87,0.09,12,12,1
0.87,0.09,12,13,1
0.87,0.09,13,13,1
0.87,0.09,12,13,1
0.87,0.09,13,14,1
0.87,0.09,14,14,1
0.87,0.09,16,16,1
0.87,0.09,12,13,1
0.87,0.09,13,13,1
0.87,0.09,13,13,1
0.87,0.1,11,12,1
0.87,0.1,12,13,1
0.87,0.1,13,13,1
0.87,0.1,20,20,1
0.87,0.1,13,13,1
0.87,0.1,14,14,1
0.87,0.1,12,12,1
0.87,0.1,15,15,1
0.87,0.1,11,13,1
0.87,0.1,13,13,1
0.87,0.11,11,12,1
0.87,0.11,12,12,1
0.87,0.11,12,12,1
0.87,0.11,12,12,1
0.87,0.11,13,13,1
0.87,0.11,12,13,1
0.87,0.11,12,13,1
0.87,0.11,13,13,1
0.87,0.11,12,12,1
0.87,0.11,13,13,1
0.87,0.12,12,14,1
0.87,0.12,12,12,1
0.87,0.12,14,14,1
0.87,0.12,12,12,1
0.87,0.12,12,13,1
0.87,0.12,14,14,1
0.87,0.12,10,12,1
0.87,0.12,13,13,1
0.87,0.12,11,11,1
0.87,0.12,13,13,1
0.87,0.13,12,12,1
0.87,0.13,11,12,1
0.87,0.13,13,13,1
0.87,0.13,12,13,1
0.87,0.13,12,12,1
0.87,0.13,13,13,1
0.87,0.13,11,12,1
0.87,0.13,12,20,1
0.87,0.13,12,12,1
0.87,0.13,13,13,1
0.87,0.14,14,14,1
0.87,0.14,11,11,1
0.87,0.14,18,18,1
0.87,0.14,13,13,1
0.87,0.14,14,14,1
0.87,0.14,11,12,1
0.87,0.14,12,12,1
0.87,0.14,13,13,1
0.87,0.14,11,12,1
0.87,0.14,13,13,1
0.87,0.15,13,13,1
0.87,0.15,14,14,1
0.87,0.15,11,11,1
0.87,0.15,11,12,1
0.87,0.15,12,12,1
0.87,0.15,11,12,1
0.87,0.15,12,13,1
0.87,0.15,12,12,1
0.87,0.15,12,12,1
0.87,0.15,12,12,1
0.87,0.16,11,11,1
0.87,0.16,11,12,1
0.87,0.16,11,11,1
0.87,0.16,12,12,1
0.87,0.16,13,13,1
0.87,0.16,11,13,1
0.87,0.16,11,12,1
0.87,0.16,11,11,1
0.87,0.16,11,11,1
0.87,0.16,11,11,1
0.87,0.17,11,11,1
0.87,0.17,11,11,1
0.87,0.17,11,12,1
0.87,0.17,10,11,1
0.87,0.17,10,13,1
0.87,0.17,11,11,1
0.87,0.17,11,12,1
0.87,0.17,12,12,1
0.87,0.17,12,12,1
0.87,0.17,10,11,1
0.87,0.18,13,13,1
0.87,0.18,12,12,1
0.87,0.18,10,11,1
0.87,0.18,11,11,1
0.87,0.18,13,13,1
0.87,0.18,12,12,1
0.87,0.18,12,12,1
0.87,0.18,10,11,1
0.87,0.18,11,12,1
0.87,0.18,13,13,1
0.87,0.19,10,11,1
0.87,0.19,10,14,1
0.87,0.19,12,12,1
0.87,0.19,10,12,1
0.87,0.19,13,13,1
0.87,0.19,11,11,1
0.87,0.19,11,11,1
0.87,0.19,11,12,1
0.87,0.19,13,13,1
0.87,0.19,12,12,1
0.87,0.2,12,12,1
0.87,0.2,13,13,1
0.87,0.2,13,13,1
0.87,0.2,10,12,1
0.87,0.2,12,12,1
0.87,0.2,10,11,1
0.87,0.2,11,11,1
0.87,0.2,11,11,1
0.87,0.2,9,19,1
0.87,0.2,11,11,1
0.87,0.21,11,12,1
0.87,0.21,11,11,1
0.87,0.21,14,14,1
0.87,0.21,10,11,1
0.87,0.21,12,12,1
0.87,0.21,11,11,1
0.87,0.21,12,12,1
0.87,0.21,11,11,1
0.87,0.21,12,12,1
0.87,0.21,11,11,1
0.87,0.22,11,11,1
0.87,0.22,10,11,1
0.87,0.22,9,10,1
0.87,0.22,10,10,1
0.87,0.22,11,11,1
0.87,0.22,11,12,1
0.87,0.22,10,11,1
0.87,0.22,12,12,1
0.87,0.22,10,11,1
0.87,0.22,10,11,1
0.87,0.23,10,11,1
0.87,0.23,10,10,1
0.87,0.23,12,12,1
0.87,0.23,10,11,1
0.87,0.23,9,10,1
0.87,0.23,11,11,1
0.87,0.23,11,11,1
0.87,0.23,10,12,1
0.87,0.23,10,10,1
0.87,0.23,14,14,1
0.87,0.24,11,11,1
0.87,0.24,12,12,1
0.87,0.24,10,11,1
0.87,0.24,10,11,1
0.87,0.24,10,11,1
0.87,0.24,11,11,1
0.87,0.24,10,11,1
0.87,0.24,10,11,1
0.87,0.24,11,11,1
0.87,0.24,10,10,1
0.87,0.25,11,11,1
0.87,0.25,10,11,1
0.87,0.25,10,10,1
0.87,0.25,11,11,1
0.87,0.25,10,10,1
0.87,0.25,10,11,1
0.87,0.25,11,11,1
0.87,0.25,12,12,1
0.87,0.25,10,10,1
0.87,0.25,10,10,1
0.87,0.26,12,12,1
0.87,0.26,10,10,1
0.87,0.26,12,12,1
0.87,0.26,10,10,1
0.87,0.26,10,12,1
0.87,0.26,12,12,1
0.87,0.26,10,11,1
0.87,0.26,9,10,1
0.87,0.26,12,12,1
0.87,0.26,10,11,1
0.87,0.27,11,11,1
0.87,0.27,14,14,1
0.87,0.27,11,11,1
0.87,0.27,13,13,1
0.87,0.27,11,11,1
0.87,0.27,12,12,1
0.87,0.27,15,15,1
0.87,0.27,10,10,1
0.87,0.27,9,11,1
0.87,0.27,10,10,1
0.87,0.28,11,11,1
0.87,0.28,9,10,1
0.87,0.28,10,10,1
0.87,0.28,9,10,1
0.87,0.28,11,11,1
0.87,0.28,11,11,1
0.87,0.28,10,10,1
0.87,0.28,11,11,1
0.87,0.28,10,11,1
0.87,0.28,9,10,1
0.87,0.29,12,12,1
0.87,0.29,10,10,1
0.87,0.29,11,11,1
0.87,0.29,10,10,1
0.87,0.29,9,10,1
0.87,0.29,10,10,1
0.87,0.29,10,10,1
0.87,0.29,12,12,1
0.87,0.29,10,10,1
0.87,0.29,10,10,1
0.87,0.3,11,11,1
0.87,0.3,9,10,1
0.87,0.3,9,10,1
0.87,0.3,10,10,1
0.87,0.3,9,11,1
0.87,0.3,9,10,1
0.87,0.3,11,11,1
0.87,0.3,11,11,1
0.87,0.3,11,11,1
0.87,0.3,10,11,1
0.87,0.31,11,11,1
0.87,0.31,9,10,1
0.87,0.31,9,10,1
0.87,0.31,10,11,1
0.87,0.31,11,11,1
0.87,0.31,10,10,1
0.87,0.31,9,10,1
0.87,0.31,9,10,1
0.87,0.31,10,10,1
0.87,0.31,10,11,1
0.87,0.32,11,11,1
0.87,0.32,10,10,1
0.87,0.32,14,14,1
0.87,0.32,11,11,1
0.87,0.32,10,11,1
0.87,0.32,9,11,1
0.87,0.32,9,10,1
0.87,0.32,10,10,1
0.87,0.32,10,10,1
0.87,0.32,9,10,1
0.87,0.33,15,15,1
0.87,0.33,9,10,1
0.87,0.33,9,10,1
0.87,0.33,11,11,1
0.87,0.33,9,10,1
0.87,0.33,10,10,1
0.87,0.33,11,11,1
0.87,0.33,9,9,1
0.87,0.33,10,10,1
0.87,0.33,12,12,1
0.87,0.34,10,10,1
0.87,0.34,9,10,1
0.87,0.34,9,9,1
0.87,0.34,9,9,1
0.87,0.34,9,10,1
0.87,0.34,11,11,1
0.87,0.34,10,11,1
0.87,0.34,10,10,1
0.87,0.34,9,9,1
0.87,0.34,13,13,1
0.87,0.35,10,10,1
0.87,0.35,11,11,1
0.87,0.35,10,10,1
0.87,0.35,10,10,1
0.87,0.35,8,9,1
0.87,0.35,8,13,1
0.87,0.35,11,11,1
0.87,0.35,9,9,1
0.87,0.35,12,12,1
0.87,0.35,9,10,1
0.87,0.36,9,10,1
0.87,0.36,10,10,1
0.87,0.36,12,12,1
0.87,0.36,9,10,1
0.87,0.36,9,10,1
0.87,0.36,9,9,1
0.87,0.36,9,9,1
0.87,0.36,13,13,1
0.87,0.36,8,9,1
0.87,0.36,10,10,1
0.87,0.37,10,10,1
0.87,0.37,10,10,1
0.87,0.37,9,9,1
0.87,0.37,9,11,1
0.87,0.37,10,10,1
0.87,0.37,9,9,1
0.87,0.37,10,10,1
0.87,0.37,11,11,1
0.87,0.37,10,10,1
0.87,0.37,10,10,1
0.87,0.38,17,17,1
0.87,0.38,9,10,1
0.87,0.38,11,11,1
0.87,0.38,10,10,1
0.87,0.38,9,10,1
0.87,0.38,10,10,1
0.87,0.38,8,9,1
0.87,0.38,14,14,1
0.87,0.38,11,11,1
0.87,0.38,8,10,1
0.87,0.39,19,19,1
0.87,0.39,9,9,1
0.87,0.39,9,10,1
0.87,0.39,8,10,1
0.87,0.39,9,10,1
0.87,0.39,10,10,1
0.87,0.39,10,10,1
0.87,0.39,8,9,1
0.87,0.39,8,9,1
0.87,0.39,9,10,1
0.87,0.4,8,9,1
0.87,0.4,10,10,1
0.87,0.4,9,9,1
0.87,0.4,9,10,1
0.87,0.4,9,10,1
0.87,0.4,9,9,1
0.87,0.4,9,9,1
0.87,0.4,11,11,1
0.87,0.4,11,11,1
0.87,0.4,10,10,1
0.87,0.41,10,10,1
0.87,0.41,11,11,1
0.87,0.41,10,10,1
0.87,0.41,12,12,1
0.87,0.41,8,9,1
0.87,0.41,9,9,1
0.87,0.41,10,10,1
0.87,0.41,10,10,1
0.87,0.41,10,10,1
0.87,0.41,8,9,1
0.87,0.42,8,9,1
0.87,0.42,11,11,1
0.87,0.42,8,9,1
0.87,0.42,10,10,1
0.87,0.42,11,11,1
0.87,0.42,10,10,1
0.87,0.42,8,9,1
0.87,0.42,9,9,1
0.87,0.42,8,9,1
0.87,0.42,10,10,1
0.87,0.43,11,11,1
0.87,0.43,10,10,1
0.87,0.43,10,10,1
0.87,0.43,9,9,1
0.87,0.43,8,11,1
0.87,0.43,10,10,1
0.87,0.43,9,9,1
0.87,0.43,9,9,1
0.87,0.43,7,9,1
0.87,0.43,10,10,1
0.87,0.44,8,11,1
0.87,0.44,11,11,1
0.87,0.44,9,9,1
0.87,0.44,9,9,1
0.87,0.44,10,10,1
0.87,0.44,9,9,1
0.87,0.44,9,10,1
0.87,0.44,21,21,1
0.87,0.44,9,9,1
0.87,0.44,9,9,1
0.87,0.45,10,10,1
0.87,0.45,8,9,1
0.87,0.45,10,10,1
0.87,0.45,9,9,1
0.87,0.45,10,10,1
0.87,0.45,9,9,1
0.87,0.45,8,9,1
0.87,0.45,15,15,1
0.87,0.45,9,9,1
0.87,0.45,8,9,1
0.87,0.46,9,9,1
0.87,0.46,8,9,1
0.87,0.46,9,9,1
0.87,0.46,11,11,1
0.87,0.46,10,10,1
0.87,0.46,10,10,1
0.87,0.46,13,13,1
0.87,0.46,9,10,1
0.87,0.46,8,9,1
0.87,0.46,8,9,1
0.87,0.47,8,9,1
0.87,0.47,8,9,1
0.87,0.47,8,8,1
0.87,0.47,8,8,1
0.87,0.47,8,15,1
0.87,0.47,10,10,1
0.87,0.47,11,11,1
0.87,0.47,9,9,1
0.87,0.47,9,9,1
0.87,0.47,9,10,1
0.87,0.48,12,12,1
0.87,0.48,8,9,1
0.87,0.48,8,9,1
0.87,0.48,9,9,1
0.87,0.48,12,12,1
0.87,0.48,8,9,1
0.87,0.48,8,9,1
0.87,0.48,8,8,1
0.87,0.48,9,9,1
0.87,0.48,10,10,1
0.87,0.49,10,10,1
0.87,0.49,10,10,1
0.87,0.49,8,9,1
0.87,0.49,11,11,1
0.87,0.49,8,9,1
0.87,0.49,10,12,1
0.87,0.49,9,9,1
0.87,0.49,9,9,1
0.87,0.49,8,8,1
0.87,0.49,9,9,1
0.87,0.5,8,8,1
0.87,0.5,8,9,1
0.87,0.5,10,10,1
0.87,0.5,8,8,1
0.87,0.5,7,8,1
0.87,0.5,10,10,1
0.87,0.5,8,9,1
0.87,0.5,8,8,1
0.87,0.5,9,9,1
0.87,0.5,10,10,1
0.88,0,1000,0,0
0.88,0.01,16,16,1
0.88,0.01,16,16,1
0.88,0.01,16,17,1
0.88,0.01,18,18,1
0.88,0.01,17,18,1
0.88,0.01,16,16,1
0.88,0.01,15,16,1
0.88,0.01,19,19,1
0.88,0.01,16,17,1
0.88,0.01,16,16,1
0.88,0.02,14,15,1
0.88,0.02,17,17,1
0.88,0.02,16,16,1
0.88,0.02,14,15,1
0.88,0.02,15,16,1
0.88,0.02,16,17,1
0.88,0.02,15,15,1
0.88,0.02,16,16,1
0.88,0.02,17,17,1
0.88,0.02,16,16,1
0.88,0.03,14,15,1
0.88,0.03,16,16,1
0.88,0.03,14,15,1
0.88,0.03,14,14,1
0.88,0.03,17,17,1
0.88,0.03,17,17,1
0.88,0.03,14,14,1
0.88,0.03,15,15,1
0.88,0.03,14,15,1
0.88,0.03,13,14,1
0.88,0.04,14,15,1
0.88,0.04,16,16,1
0.88,0.04,14,15,1
0.88,0.04,13,15,1
0.88,0.04,14,14,1
0.88,0.04,13,13,1
0.88,0.04,13,14,1
0.88,0.04,15,15,1
0.88,0.04,14,16,1
0.88,0.04,14,14,1
0.88,0.05,14,14,1
0.88,0.05,12,13,1
0.88,0.05,15,15,1
0.88,0.05,12,13,1
0.88,0.05,15,15,1
0.88,0.05,12,13,1
0.88,0.05,14,14,1
0.88,0.05,15,15,1
0.88,0.05,22,22,1
0.88,0.05,13,16,1
0.88,0.06,13,13,1
0.88,0.06,14,14,1
0.88,0.06,12,13,1
0.88,0.06,12,13,1
0.88,0.06,20,20,1
0.88,0.06,12,13,1
0.88,0.06,15,15,1
0.88,0.06,12,13,1
0.88,0.06,14,14,1
0.88,0.06,15,15,1
0.88,0.07,12,13,1
0.88,0.07,12,12,1
0.88,0.07,13,13,1
0.88,0.07,14,14,1
0.88,0.07,13,13,1
0.88,0.07,13,13,1
0.88,0.07,13,13,1
0.88,0.07,12,13,1
0.88,0.07,13,13,1
0.88,0.07,12,12,1
0.88,0.08,13,13,1
0.88,0.08,12,13,1
0.88,0.08,13,13,1
0.88,0.08,12,13,1
0.88,0.08,16,16,1
0.88,0.08,12,12,1
0.88,0.08,12,12,1
0.88,0.08,12,12,1
0.88,0.08,12,12,1
0.88,0.08,11,12,1
0.88,0.09,12,12,1
0.88,0.09,14,14,1
0.88,0.09,12,12,1
0.88,0.09,13,13,1
0.88,0.09,11,23,1
0.88,0.09,13,13,1
0.88,0.09,12,13,1
0.88,0.09,12,12,1
0.88,0.09,13,13,1
0.88,0.09,12,13,1
0.88,0.1,12,13,1
0.88,0.1,15,15,1
0.88,0.1,12,12,1
0.88,0.1,12,13,1
0.88,0.1,12,13,1
0.88,0.1,12,12,1
0.88,0.1,12,12,1
0.88,0.1,14,14,1
0.88,0.1,12,13,1
0.88,0.1,12,13,1
0.88,0.11,13,15,1
0.88,0.11,12,12,1
0.88,0.11,11,12,1
0.88,0.11,12,12,1
0.88,0.11,12,12,1
0.88,0.11,17,17,1
0.88,0.11,11,13,1
0.88,0.11,11,12,1
0.88,0.11,14,14,1
0.88,0.11,12,12,1
0.88,0.12,12,12,1
0.88,0.12,11,12,1
0.88,0.12,12,12,1
0.88,0.12,13,13,1
0.88,0.12,14,14,1
0.88,0.12,11,12,1
0.88,0.12,11,12,1
0.88,0.12,12,12,1
0.88,0.12,12,12,1
0.88,0.12,12,12,1
0.88,0.13,11,12,1
0.88,0.13,11,12,1
0.88,0.13,11,12,1
0.88,0.13,11,13,1
0.88,0.13,11,12,1
0.88,0.13,12,12,1
0.88,0.13,12,13,1
0.88,0.13,11,11,1
0.88,0.13,11,11,1
0.88,0.13,12,12,1
0.88,0.14,11,11,1
0.88,0.14,14,14,1
0.88,0.14,13,13,1
0.88,0.14,11,12,1
0.88,0.14,11,11,1
0.88,0.14,14,14,1
0.88,0.14,12,12,1
0.88,0.14,12,12,1
0.88,0.14,12,12,1
0.88,0.14,11,11,1
0.88,0.15,11,12,1
0.88,0.15,13,13,1
0.88,0.15,12,12,1
0.88,0.15,12,12,1
0.88,0.15,13,13,1
0.88,0.15,17,17,1
0.88,0.15,11,11,1
0.88,0.15,12,12,1
0.88,0.15,12,12,1
0.88,0.15,11,11,1
0.88,0.16,11,11,1
0.88,0.16,11,12,1
0.88,0.16,14,14,1
0.88,0.16,11,12,1
0.88,0.16,11,12,1
0.88,0.16,18,18,1
0.88,0.16,12,12,1
0.88,0.16,12,12,1
0.88,0.16,12,12,1
0.88,0.16,13,13,1
0.88,0.17,11,12,1
0.88,0.17,12,12,1
0.88,0.17,11,11,1
0.88,0.17,13,13,1
0.88,0.17,11,12,1
0.88,0.17,10,11,1
0.88,0.17,10,11,1
0.88,0.17,12,12,1
0.88,0.17,10,12,1
0.88,0.17,10,11,1
0.88,0.18,11,12,1
0.88,0.18,12,12,1
0.88,0.18,11,11,1
0.88,0.18,12,12,1
0.88,0.18,13,13,1
0.88,0.18,10,11,1
0.88,0.18,11,11,1
0.88,0.18,11,11,1
0.88,0.18,13,13,1
0.88,0.18,10,11,1
0.88,0.19,10,11,1
0.88,0.19,11,11,1
0.88,0.19,10,11,1
0.88,0.19,11,12,1
0.88,0.19,11,11,1
0.88,0.19,10,11,1
0.88,0.19,11,11,1
0.88,0.19,10,11,1
0.88,0.19,10,11,1
0.88,0.19,12,12,1
0.88,0.2,13,13,1
0.88,0.2,11,11,1
0.88,0.2,13,13,1
0.88,0.2,11,12,1
0.88,0.2,10,10,1
0.88,0.2,10,10,1
0.88,0.2,10,11,1
0.88,0.2,11,11,1
0.88,0.2,11,11,1
0.88,0.2,11,11,1
0.88,0.21,10,10,1
0.88,0.21,12,12,1
0.88,0.21,10,10,1
0.88,0.21,13,13,1
0.88,0.21,11,13,1
0.88,0.21,12,12,1
0.88,0.21,11,11,1
0.88,0.21,10,12,1
0.88,0.21,10,11,1
0.88,0.21,10,11,1
0.88,0.22,11,11,1
0.88,0.22,11,11,1
0.88,0.22,12,12,1
0.88,0.22,11,12,1
0.88,0.22,10,10,1
0.88,0.22,10,11,1
0.88,0.22,10,11,1
0.88,0.22,10,11,1
0.88,0.22,11,11,1
0.88,0.22,11,11,1
0.88,0.23,10,11,1
0.88,0.23,13,13,1
0.88,0.23,14,14,1
0.88,0.23,10,10,1
0.88,0.23,11,11,1
0.88,0.23,10,11,1
0.88,0.23,12,12,1
0.88,0.23,10,11,1
0.88,0.23,12,12,1
0.88,0.23,10,10,1
0.88,0.24,10,10,1
0.88,0.24,10,12,1
0.88,0.24,11,11,1
0.88,0.24,10,10,1
0.88,0.24,10,11,1
0.88,0.24,13,13,1
0.88,0.24,10,11,1
0.88,0.24,10,11,1
0.88,0.24,13,13,1
0.88,0.24,10,10,1
0.88,0.25,11,11,1
0.88,0.25,11,11,1
0.88,0.25,11,11,1
0.88,0.25,11,11,1
0.88,0.25,10,11,1
0.88,0.25,11,11,1
0.88,0.25,11,11,1
0.88,0.25,12,12,1
0.88,0.25,10,10,1
0.88,0.25,10,11,1
0.88,0.26,9,10,1
0.88,0.26,9,10,1
0.88,0.26,10,10,1
0.88,0.26,11,11,1
0.88,0.26,11,13,1
0.88,0.26,11,11,1
0.88,0.26,10,10,1
0.88,0.26,10,11,1
0.88,0.26,10,10,1
0.88,0.26,10,10,1
0.88,0.27,9,10,1
0.88,0.27,9,10,1
0.88,0.27,11,11,1
0.88,0.27,10,11,1
0.88,0.27,11,11,1
0.88,0.27,10,11,1
0.88,0.27,16,16,1
0.88,0.27,10,10,1
0.88,0.27,12,12,1
0.88,0.27,9,10,1
0.88,0.28,11,11,1
0.88,0.28,14,14,1
0.88,0.28,10,11,1
0.88,0.28,10,10,1
0.88,0.28,11,11,1
0.88,0.28,9,10,1
0.88,0.28,12,12,1
0.88,0.28,10,10,1
0.88,0.28,11,11,1
0.88,0.28,9,10,1
0.88,0.29,9,14,1
0.88,0.29,11,11,1
0.88,0.29,9,10,1
0.88,0.29,9,9,1
0.88,0.29,10,10,1
0.88,0.29,9,9,1
0.88,0.29,9,11,1
0.88,0.29,10,10,1
0.88,0.29,9,13,1
0.88,0.29,10,10,1
0.88,0.3,11,11,1
0.88,0.3,9,10,1
0.88,0.3,10,11,1
0.88,0.3,11,11,1
0.88,0.3,10,10,1
0.88,0.3,9,10,1
0.88,0.3,10,10,1
0.88,0.3,11,11,1
0.88,0.3,10,11,1
0.88,0.3,9,10,1
0.88,0.31,12,12,1
0.88,0.31,10,10,1
0.88,0.31,10,10,1
0.88,0.31,9,11,1
0.88,0.31,11,11,1
0.88,0.31,10,10,1
0.88,0.31,11,11,1
0.88,0.31,18,18,1
0.88,0.31,9,10,1
0.88,0.31,10,10,1
0.88,0.32,10,10,1
0.88,0.32,11,11,1
0.88,0.32,9,10,1
0.88,0.32,14,14,1
0.88,0.32,12,12,1
0.88,0.32,10,10,1
0.88,0.32,9,10,1
0.88,0.32,9,9,1
0.88,0.32,11,11,1
0.88,0.32,9,10,1
0.88,0.33,9,10,1
0.88,0.33,10,10,1
0.88,0.33,10,10,1
0.88,0.33,9,9,1
0.88,0.33,8,10,1
0.88,0.33,8,10,1
0.88,0.33,10,11,1
0.88,0.33,9,10,1
0.88,0.33,9,10,1
0.88,0.33,9,10,1
0.88,0.34,10,10,1
0.88,0.34,11,11,1
0.88,0.34,10,10,1
0.88,0.34,9,10,1
0.88,0.34,8,10,1
0.88,0.34,11,11,1
0.88,0.34,11,11,1
0.88,0.34,10,10,1
0.88,0.34,10,11,1
0.88,0.34,9,9,1
0.88,0.35,9,10,1
0.88,0.35,10,10,1
0.88,0.35,11,11,1
0.88,0.35,8,9,1
0.88,0.35,9,10,1
0.88,0.35,9,10,1
0.88,0.35,11,11,1
0.88,0.35,12,12,1
0.88,0.35,9,10,1
0.88,0.35,10,10,1
0.88,0.36,9,9,1
0.88,0.36,9,10,1
0.88,0.36,10,10,1
0.88,0.36,9,9,1
0.88,0.36,9,9,1
0.88,0.36,10,10,1
0.88,0.36,9,9,1
0.88,0.36,9,10,1
0.88,0.36,9,9,1
0.88,0.36,8,9,1
0.88,0.37,10,10,1
0.88,0.37,11,11,1
0.88,0.37,9,9,1
0.88,0.37,11,11,1
0.88,0.37,9,10,1
0.88,0.37,10,10,1
0.88,0.37,9,9,1
0.88,0.37,9,9,1
0.88,0.37,9,9,1
0.88,0.37,9,9,1
0.88,0.38,9,10,1
0.88,0.38,8,9,1
0.88,0.38,10,10,1
0.88,0.38,9,9,1
0.88,0.38,10,10,1
0.88,0.38,9,10,1
0.88,0.38,9,10,1
0.88,0.38,8,9,1
0.88,0.38,10,10,1
0.88,0.38,10,10,1
0.88,0.39,8,9,1
0.88,0.39,9,9,1
0.88,0.39,9,10,1
0.88,0.39,10,11,1
0.88,0.39,11,11,1
0.88,0.39,10,10,1
0.88,0.39,8,8,1
0.88,0.39,9,9,1
0.88,0.39,9,10,1
0.88,0.39,9,9,1
0.88,0.4,10,10,1
0.88,0.4,11,11,1
0.88,0.4,9,9,1
0.88,0.4,10,10,1
0.88,0.4,10,10,1
0.88,0.4,9,10,1
0.88,0.4,9,9,1
0.88,0.4,8,10,1
0.88,0.4,9,9,1
0.88,0.4,9,9,1
0.88,0.41,9,9,1
0.88,0.41,8,9,1
0.88,0.41,10,11,1
0.88,0.41,10,10,1
0.88,0.41,10,10,1
0.88,0.41,9,10,1
0.88,0.41,8,9,1
0.88,0.41,10,10,1
0.88,0.41,10,10,1
0.88,0.41,8,9,1
0.88,0.42,8,9,1
0.88,0.42,9,9,1
0.88,0.42,9,9,1
0.88,0.42,9,9,1
0.88,0.42,8,9,1
0.88,0.42,9,9,1
0.88,0.42,8,9,1
0.88,0.42,8,9,1
0.88,0.42,9,9,1
0.88,0.42,8,9,1
0.88,0.43,8,10,1
0.88,0.43,9,9,1
0.88,0.43,9,9,1
0.88,0.43,11,11,1
0.88,0.43,10,10,1
0.88,0.43,8,8,1
0.88,0.43,8,8,1
0.88,0.43,11,11,1
0.88,0.43,9,9,1
0.88,0.43,8,10,1
0.88,0.44,8,11,1
0.88,0.44,8,9,1
0.88,0.44,9,9,1
0.88,0.44,9,9,1
0.88,0.44,8,9,1
0.88,0.44,8,9,1
0.88,0.44,8,9,1
