Drive carrier fitness,Introduction frequency,Generations to 99% drive individuals,Generation of maximum drive frequency,Maximum drive frequency
0.63,0.43,18,18,1
0.63,0.43,28,28,1
0.63,0.43,24,24,1
0.63,0.43,19,19,1
0.63,0.43,19,19,1
0.63,0.43,22,22,1
0.63,0.43,18,18,1
0.63,0.43,20,20,1
0.63,0.44,18,18,1
0.63,0.44,17,18,1
0.63,0.44,20,20,1
0.63,0.44,18,18,1
0.63,0.44,24,24,1
0.63,0.44,18,18,1
0.63,0.44,18,18,1
0.63,0.44,19,19,1
0.63,0.44,18,18,1
0.63,0.44,17,17,1
0.63,0.45,25,26,1
0.63,0.45,18,18,1
0.63,0.45,32,33,1
0.63,0.45,19,19,1
0.63,0.45,36,36,1
0.63,0.45,19,19,1
0.63,0.45,16,16,1
0.63,0.45,21,22,1
0.63,0.45,16,17,1
0.63,0.45,16,16,1
0.63,0.46,29,31,1
0.63,0.46,20,20,1
0.63,0.46,17,17,1
0.63,0.46,17,17,1
0.63,0.46,18,18,1
0.63,0.46,20,20,1
0.63,0.46,21,21,1
0.63,0.46,20,20,1
0.63,0.46,18,18,1
0.63,0.46,19,19,1
0.63,0.47,21,21,1
0.63,0.47,18,18,1
0.63,0.47,17,17,1
0.63,0.47,16,17,1
0.63,0.47,18,19,1
0.63,0.47,20,20,1
0.63,0.47,20,20,1
0.63,0.47,18,18,1
0.63,0.47,20,20,1
0.63,0.47,17,17,1
0.63,0.48,19,19,1
0.63,0.48,18,18,1
0.63,0.48,17,17,1
0.63,0.48,19,19,1
0.63,0.48,27,27,1
0.63,0.48,33,33,1
0.63,0.48,22,23,1
0.63,0.48,16,17,1
0.63,0.48,29,29,1
0.63,0.48,18,18,1
0.63,0.49,15,15,1
0.63,0.49,18,18,1
0.63,0.49,16,16,1
0.63,0.49,17,17,1
0.63,0.49,21,21,1
0.63,0.49,16,17,1
0.63,0.49,21,21,1
0.63,0.49,19,19,1
0.63,0.49,18,19,1
0.63,0.49,20,21,1
0.63,0.5,18,18,1
0.63,0.5,19,19,1
0.63,0.5,19,19,1
0.63,0.5,21,21,1
0.63,0.5,18,18,1
0.63,0.5,17,17,1
0.63,0.5,20,20,1
0.63,0.5,19,20,1
0.63,0.5,16,17,1
0.63,0.5,16,17,1
0.64,0,1000,0,0
0.64,0.01,36,36,1
0.64,0.01,35,35,1
0.64,0.01,35,35,1
0.64,0.01,34,34,1
0.64,0.01,34,36,1
0.64,0.01,51,51,1
0.64,0.01,35,36,1
0.64,0.01,35,35,1
0.64,0.01,35,35,1
0.64,0.01,32,33,1
0.64,0.02,34,34,1
0.64,0.02,48,48,1
0.64,0.02,32,32,1
0.64,0.02,30,30,1
0.64,0.02,30,30,1
0.64,0.02,31,31,1
0.64,0.02,33,33,1
0.64,0.02,32,32,1
0.64,0.02,43,43,1
0.64,0.02,32,32,1
0.64,0.03,34,34,1
0.64,0.03,36,36,1
0.64,0.03,36,36,1
0.64,0.03,30,30,1
0.64,0.03,41,41,1
0.64,0.03,33,33,1
0.64,0.03,32,32,1
0.64,0.03,34,34,1
0.64,0.03,31,31,1
0.64,0.03,31,31,1
0.64,0.04,29,29,1
0.64,0.04,31,33,1
0.64,0.04,34,35,1
0.64,0.04,27,28,1
0.64,0.04,30,30,1
0.64,0.04,29,29,1
0.64,0.04,30,30,1
0.64,0.04,38,38,1
0.64,0.04,28,28,1
0.64,0.04,29,29,1
0.64,0.05,26,26,1
0.64,0.05,30,30,1
0.64,0.05,30,30,1
0.64,0.05,34,34,1
0.64,0.05,34,34,1
0.64,0.05,28,28,1
0.64,0.05,29,29,1
0.64,0.05,25,28,1
0.64,0.05,31,31,1
0.64,0.05,28,28,1
0.64,0.06,36,36,1
0.64,0.06,26,27,1
0.64,0.06,37,37,1
0.64,0.06,30,30,1
0.64,0.06,31,31,1
0.64,0.06,27,27,1
0.64,0.06,32,32,1
0.64,0.06,26,26,1
0.64,0.06,27,27,1
0.64,0.06,30,30,1
0.64,0.07,25,25,1
0.64,0.07,24,24,1
0.64,0.07,26,27,1
0.64,0.07,28,28,1
0.64,0.07,28,28,1
0.64,0.07,28,30,1
0.64,0.07,25,25,1
0.64,0.07,28,28,1
0.64,0.07,31,31,1
0.64,0.07,28,28,1
0.64,0.08,27,27,1
0.64,0.08,27,27,1
0.64,0.08,25,26,1
0.64,0.08,43,43,1
0.64,0.08,27,27,1
0.64,0.08,25,27,1
0.64,0.08,28,28,1
0.64,0.08,25,25,1
0.64,0.08,26,26,1
0.64,0.08,24,24,1
0.64,0.09,25,25,1
0.64,0.09,25,25,1
0.64,0.09,35,36,1
0.64,0.09,27,27,1
0.64,0.09,24,24,1
0.64,0.09,27,27,1
0.64,0.09,32,32,1
0.64,0.09,23,24,1
0.64,0.09,25,25,1
0.64,0.09,29,29,1
0.64,0.1,27,28,1
0.64,0.1,31,31,1
0.64,0.1,29,29,1
0.64,0.1,24,26,1
0.64,0.1,24,25,1
0.64,0.1,35,35,1
0.64,0.1,27,27,1
0.64,0.1,27,27,1
0.64,0.1,26,26,1
0.64,0.1,34,34,1
0.64,0.11,29,29,1
0.64,0.11,24,24,1
0.64,0.11,25,28,1
0.64,0.11,27,27,1
0.64,0.11,24,24,1
0.64,0.11,34,36,1
0.64,0.11,36,37,1
0.64,0.11,26,26,1
0.64,0.11,26,26,1
0.64,0.11,24,24,1
0.64,0.12,25,25,1
0.64,0.12,24,25,1
0.64,0.12,23,23,1
0.64,0.12,23,23,1
0.64,0.12,24,25,1
0.64,0.12,29,29,1
0.64,0.12,24,24,1
0.64,0.12,24,24,1
0.64,0.12,27,27,1
0.64,0.12,23,23,1
0.64,0.13,28,28,1
0.64,0.13,23,24,1
0.64,0.13,26,27,1
0.64,0.13,31,31,1
0.64,0.13,25,25,1
0.64,0.13,26,27,1
0.64,0.13,27,27,1
0.64,0.13,23,23,1
0.64,0.13,37,37,1
0.64,0.13,24,24,1
0.64,0.14,23,23,1
0.64,0.14,26,26,1
0.64,0.14,22,23,1
0.64,0.14,22,22,1
0.64,0.14,25,25,1
0.64,0.14,23,24,1
0.64,0.14,22,22,1
0.64,0.14,26,27,1
0.64,0.14,27,27,1
0.64,0.14,24,24,1
0.64,0.15,21,22,1
0.64,0.15,26,26,1
0.64,0.15,24,24,1
0.64,0.15,23,23,1
0.64,0.15,28,28,1
0.64,0.15,23,23,1
0.64,0.15,53,53,1
0.64,0.15,23,23,1
0.64,0.15,22,22,1
0.64,0.15,23,23,1
0.64,0.16,22,22,1
0.64,0.16,25,25,1
0.64,0.16,25,25,1
0.64,0.16,25,25,1
0.64,0.16,26,26,1
0.64,0.16,26,27,1
0.64,0.16,23,23,1
0.64,0.16,21,22,1
0.64,0.16,20,21,1
0.64,0.16,26,26,1
0.64,0.17,20,21,1
0.64,0.17,28,28,1
0.64,0.17,24,24,1
0.64,0.17,25,25,1
0.64,0.17,21,22,1
0.64,0.17,21,23,1
0.64,0.17,25,25,1
0.64,0.17,24,26,1
0.64,0.17,25,25,1
0.64,0.17,20,22,1
0.64,0.18,25,25,1
0.64,0.18,21,21,1
0.64,0.18,25,25,1
0.64,0.18,21,21,1
0.64,0.18,23,23,1
0.64,0.18,22,22,1
0.64,0.18,32,32,1
0.64,0.18,25,25,1
0.64,0.18,23,23,1
0.64,0.18,25,25,1
0.64,0.19,22,22,1
0.64,0.19,28,28,1
0.64,0.19,21,21,1
0.64,0.19,22,23,1
0.64,0.19,20,22,1
0.64,0.19,20,20,1
0.64,0.19,22,22,1
0.64,0.19,27,27,1
0.64,0.19,22,22,1
0.64,0.19,22,22,1
0.64,0.2,23,23,1
0.64,0.2,23,23,1
0.64,0.2,25,25,1
0.64,0.2,24,24,1
0.64,0.2,22,23,1
0.64,0.2,20,21,1
0.64,0.2,22,22,1
0.64,0.2,22,22,1
0.64,0.2,21,23,1
0.64,0.2,21,21,1
0.64,0.21,25,25,1
0.64,0.21,24,24,1
0.64,0.21,22,22,1
0.64,0.21,24,24,1
0.64,0.21,27,28,1
0.64,0.21,25,25,1
0.64,0.21,24,24,1
0.64,0.21,22,22,1
0.64,0.21,24,24,1
0.64,0.21,21,21,1
0.64,0.22,21,22,1
0.64,0.22,19,21,1
0.64,0.22,22,22,1
0.64,0.22,37,37,1
0.64,0.22,23,23,1
0.64,0.22,25,25,1
0.64,0.22,23,23,1
0.64,0.22,27,28,1
0.64,0.22,23,23,1
0.64,0.22,22,22,1
0.64,0.23,23,24,1
0.64,0.23,22,22,1
0.64,0.23,26,26,1
0.64,0.23,21,21,1
0.64,0.23,24,24,1
0.64,0.23,24,24,1
0.64,0.23,20,35,1
0.64,0.23,22,22,1
0.64,0.23,27,27,1
0.64,0.23,19,20,1
0.64,0.24,21,22,1
0.64,0.24,20,20,1
0.64,0.24,22,22,1
0.64,0.24,24,24,1
0.64,0.24,21,22,1
0.64,0.24,21,21,1
0.64,0.24,21,21,1
0.64,0.24,21,21,1
0.64,0.24,19,19,1
0.64,0.24,22,22,1
0.64,0.25,23,23,1
0.64,0.25,35,35,1
0.64,0.25,19,19,1
0.64,0.25,23,23,1
0.64,0.25,19,19,1
0.64,0.25,25,25,1
0.64,0.25,22,24,1
0.64,0.25,19,19,1
0.64,0.25,20,20,1
0.64,0.25,23,23,1
0.64,0.26,21,21,1
0.64,0.26,19,19,1
0.64,0.26,24,24,1
0.64,0.26,19,20,1
0.64,0.26,20,20,1
0.64,0.26,21,21,1
0.64,0.26,20,20,1
0.64,0.26,21,21,1
0.64,0.26,23,23,1
0.64,0.26,20,20,1
0.64,0.27,21,21,1
0.64,0.27,25,25,1
0.64,0.27,19,19,1
0.64,0.27,1000,12,0.877763
0.64,0.27,21,21,1
0.64,0.27,24,24,1
0.64,0.27,20,20,1
0.64,0.27,19,19,1
0.64,0.27,20,20,1
0.64,0.27,20,20,1
0.64,0.28,20,20,1
0.64,0.28,21,21,1
0.64,0.28,28,28,1
0.64,0.28,20,20,1
0.64,0.28,20,20,1
0.64,0.28,19,19,1
0.64,0.28,20,20,1
0.64,0.28,22,22,1
0.64,0.28,20,21,1
0.64,0.28,19,20,1
0.64,0.29,21,21,1
0.64,0.29,33,33,1
0.64,0.29,20,20,1
0.64,0.29,19,20,1
0.64,0.29,21,21,1
0.64,0.29,29,30,1
0.64,0.29,23,23,1
0.64,0.29,19,19,1
0.64,0.29,22,22,1
0.64,0.29,23,23,1
0.64,0.3,23,23,1
0.64,0.3,20,20,1
0.64,0.3,22,22,1
0.64,0.3,20,20,1
0.64,0.3,19,19,1
0.64,0.3,20,20,1
0.64,0.3,24,24,1
0.64,0.3,17,20,1
0.64,0.3,28,28,1
0.64,0.3,20,20,1
0.64,0.31,21,21,1
0.64,0.31,19,19,1
0.64,0.31,21,22,1
0.64,0.31,17,18,1
0.64,0.31,24,24,1
0.64,0.31,24,24,1
0.64,0.31,19,20,1
0.64,0.31,21,21,1
0.64,0.31,20,21,1
0.64,0.31,19,19,1
0.64,0.32,19,19,1
0.64,0.32,20,20,1
0.64,0.32,21,21,1
0.64,0.32,21,21,1
0.64,0.32,18,18,1
0.64,0.32,21,22,1
0.64,0.32,18,18,1
0.64,0.32,22,22,1
0.64,0.32,19,19,1
0.64,0.32,19,19,1
0.64,0.33,19,19,1
0.64,0.33,19,19,1
0.64,0.33,24,24,1
0.64,0.33,20,20,1
0.64,0.33,20,20,1
0.64,0.33,24,24,1
0.64,0.33,19,20,1
0.64,0.33,25,25,1
0.64,0.33,20,20,1
0.64,0.33,18,18,1
0.64,0.34,20,21,1
0.64,0.34,17,17,1
0.64,0.34,19,19,1
0.64,0.34,23,23,1
0.64,0.34,32,32,1
0.64,0.34,19,19,1
0.64,0.34,18,18,1
0.64,0.34,30,34,1
0.64,0.34,18,18,1
0.64,0.34,20,20,1
0.64,0.35,20,20,1
0.64,0.35,16,17,1
0.64,0.35,19,20,1
0.64,0.35,18,19,1
0.64,0.35,20,20,1
0.64,0.35,20,20,1
0.64,0.35,30,30,1
0.64,0.35,26,26,1
0.64,0.35,18,18,1
0.64,0.35,20,21,1
0.64,0.36,18,18,1
0.64,0.36,29,30,1
0.64,0.36,18,19,1
0.64,0.36,20,21,1
0.64,0.36,18,19,1
0.64,0.36,21,21,1
0.64,0.36,27,27,1
0.64,0.36,17,17,1
0.64,0.36,18,18,1
0.64,0.36,20,20,1
0.64,0.37,18,19,1
0.64,0.37,22,22,1
0.64,0.37,16,18,1
0.64,0.37,18,20,1
0.64,0.37,21,21,1
0.64,0.37,18,18,1
0.64,0.37,19,19,1
0.64,0.37,23,23,1
0.64,0.37,19,19,1
0.64,0.37,19,19,1
0.64,0.38,19,20,1
0.64,0.38,18,18,1
0.64,0.38,20,21,1
0.64,0.38,18,18,1
0.64,0.38,18,18,1
0.64,0.38,18,18,1
0.64,0.38,17,17,1
0.64,0.38,21,21,1
0.64,0.38,18,18,1
0.64,0.38,21,22,1
0.64,0.39,20,20,1
0.64,0.39,17,18,1
0.64,0.39,17,19,1
0.64,0.39,23,24,1
0.64,0.39,19,19,1
0.64,0.39,23,23,1
0.64,0.39,16,17,1
0.64,0.39,17,17,1
0.64,0.39,20,20,1
0.64,0.39,23,23,1
0.64,0.4,18,18,1
0.64,0.4,17,17,1
0.64,0.4,18,18,1
0.64,0.4,21,21,1
0.64,0.4,21,21,1
0.64,0.4,17,17,1
0.64,0.4,19,19,1
0.64,0.4,18,19,1
0.64,0.4,16,42,1
0.64,0.4,18,18,1
0.64,0.41,44,44,1
0.64,0.41,17,19,1
0.64,0.41,20,20,1
0.64,0.41,19,19,1
0.64,0.41,20,20,1
0.64,0.41,20,20,1
0.64,0.41,25,25,1
0.64,0.41,17,17,1
0.64,0.41,16,17,1
0.64,0.41,18,18,1
0.64,0.42,16,17,1
0.64,0.42,21,21,1
0.64,0.42,18,18,1
0.64,0.42,18,18,1
0.64,0.42,17,17,1
0.64,0.42,16,16,1
0.64,0.42,18,18,1
0.64,0.42,17,18,1
0.64,0.42,18,19,1
0.64,0.42,20,20,1
0.64,0.43,18,18,1
0.64,0.43,18,18,1
0.64,0.43,22,22,1
0.64,0.43,19,19,1
0.64,0.43,22,22,1
0.64,0.43,17,17,1
0.64,0.43,17,22,1
0.64,0.43,16,16,1
0.64,0.43,19,19,1
0.64,0.43,20,20,1
0.64,0.44,19,19,1
0.64,0.44,17,17,1
0.64,0.44,17,34,1
0.64,0.44,21,21,1
0.64,0.44,18,18,1
0.64,0.44,19,19,1
0.64,0.44,21,21,1
0.64,0.44,18,18,1
0.64,0.44,20,20,1
0.64,0.44,18,18,1
0.64,0.45,15,15,1
0.64,0.45,17,17,1
0.64,0.45,20,20,1
0.64,0.45,17,17,1
0.64,0.45,17,17,1
0.64,0.45,18,18,1
0.64,0.45,19,19,1
0.64,0.45,17,18,1
0.64,0.45,18,18,1
0.64,0.45,19,19,1
0.64,0.46,17,17,1
0.64,0.46,16,16,1
0.64,0.46,16,16,1
0.64,0.46,18,19,1
0.64,0.46,17,17,1
0.64,0.46,16,17,1
0.64,0.46,20,20,1
0.64,0.46,16,16,1
0.64,0.46,16,16,1
0.64,0.46,18,18,1
0.64,0.47,16,17,1
0.64,0.47,16,17,1
0.64,0.47,14,14,1
0.64,0.47,16,16,1
0.64,0.47,18,18,1
0.64,0.47,21,21,1
0.64,0.47,14,14,1
0.64,0.47,29,29,1
0.64,0.47,18,18,1
0.64,0.47,16,16,1
0.64,0.48,16,16,1
0.64,0.48,23,23,1
0.64,0.48,18,18,1
0.64,0.48,16,17,1
0.64,0.48,19,19,1
0.64,0.48,16,16,1
0.64,0.48,16,16,1
0.64,0.48,19,19,1
0.64,0.48,16,16,1
0.64,0.48,17,17,1
0.64,0.49,17,18,1
0.64,0.49,16,16,1
0.64,0.49,18,18,1
0.64,0.49,30,30,1
0.64,0.49,19,19,1
0.64,0.49,15,15,1
0.64,0.49,19,20,1
0.64,0.49,20,20,1
0.64,0.49,29,29,1
0.64,0.49,14,15,1
0.64,0.5,15,16,1
0.64,0.5,15,16,1
0.64,0.5,18,18,1
0.64,0.5,16,16,1
0.64,0.5,19,19,1
0.64,0.5,17,18,1
0.64,0.5,15,18,1
0.64,0.5,18,18,1
0.64,0.5,18,18,1
0.64,0.5,14,15,1
0.65,0,1000,0,0
0.65,0.01,32,32,1
0.65,0.01,40,40,1
0.65,0.01,33,34,1
0.65,0.01,35,35,1
0.65,0.01,33,33,1
0.65,0.01,46,46,1
0.65,0.01,38,38,1
0.65,0.01,34,34,1
0.65,0.01,33,33,1
0.65,0.01,32,32,1
0.65,0.02,35,35,1
0.65,0.02,33,33,1
0.65,0.02,35,35,1
0.65,0.02,37,37,1
0.65,0.02,32,32,1
0.65,0.02,30,31,1
0.65,0.02,33,33,1
0.65,0.02,33,33,1
0.65,0.02,31,31,1
0.65,0.02,30,30,1
0.65,0.03,30,30,1
0.65,0.03,29,29,1
0.65,0.03,32,33,1
0.65,0.03,33,33,1
0.65,0.03,34,34,1
0.65,0.03,29,31,1
0.65,0.03,29,29,1
0.65,0.03,28,28,1
0.65,0.03,30,30,1
0.65,0.03,28,28,1
0.65,0.04,35,35,1
0.65,0.04,40,40,1
0.65,0.04,26,27,1
0.65,0.04,31,31,1
0.65,0.04,27,28,1
0.65,0.04,25,26,1
0.65,0.04,34,34,1
0.65,0.04,28,28,1
0.65,0.04,29,29,1
0.65,0.04,30,30,1
0.65,0.05,28,28,1
0.65,0.05,26,26,1
0.65,0.05,26,26,1
0.65,0.05,33,33,1
0.65,0.05,25,26,1
0.65,0.05,31,31,1
0.65,0.05,25,25,1
0.65,0.05,24,25,1
0.65,0.05,40,40,1
0.65,0.05,26,26,1
0.65,0.06,28,28,1
0.65,0.06,26,26,1
0.65,0.06,30,30,1
0.65,0.06,27,27,1
0.65,0.06,25,25,1
0.65,0.06,30,30,1
0.65,0.06,27,27,1
0.65,0.06,30,30,1
0.65,0.06,31,31,1
0.65,0.06,26,26,1
0.65,0.07,26,26,1
0.65,0.07,28,28,1
0.65,0.07,27,27,1
0.65,0.07,36,36,1
0.65,0.07,26,26,1
0.65,0.07,51,51,1
0.65,0.07,27,27,1
0.65,0.07,25,25,1
0.65,0.07,29,29,1
0.65,0.07,30,30,1
0.65,0.08,24,24,1
0.65,0.08,26,26,1
0.65,0.08,27,27,1
0.65,0.08,22,22,1
0.65,0.08,25,25,1
0.65,0.08,24,26,1
0.65,0.08,29,29,1
0.65,0.08,25,25,1
0.65,0.08,28,28,1
0.65,0.08,25,25,1
0.65,0.09,26,26,1
0.65,0.09,28,28,1
0.65,0.09,25,25,1
0.65,0.09,40,40,1
0.65,0.09,25,25,1
0.65,0.09,25,25,1
0.65,0.09,25,25,1
0.65,0.09,33,33,1
0.65,0.09,27,27,1
0.65,0.09,28,28,1
0.65,0.1,24,24,1
0.65,0.1,27,27,1
0.65,0.1,27,27,1
0.65,0.1,23,23,1
0.65,0.1,29,29,1
0.65,0.1,27,27,1
0.65,0.1,25,25,1
0.65,0.1,24,24,1
0.65,0.1,29,29,1
0.65,0.1,23,23,1
0.65,0.11,24,25,1
0.65,0.11,25,25,1
0.65,0.11,34,34,1
0.65,0.11,23,23,1
0.65,0.11,23,23,1
0.65,0.11,24,24,1
0.65,0.11,23,23,1
0.65,0.11,23,24,1
0.65,0.11,23,24,1
0.65,0.11,25,25,1
0.65,0.12,25,25,1
0.65,0.12,26,27,1
0.65,0.12,27,27,1
0.65,0.12,22,23,1
0.65,0.12,23,23,1
0.65,0.12,28,28,1
0.65,0.12,27,27,1
0.65,0.12,22,23,1
0.65,0.12,24,24,1
0.65,0.12,27,27,1
0.65,0.13,22,22,1
0.65,0.13,21,38,1
0.65,0.13,24,24,1
0.65,0.13,23,23,1
0.65,0.13,28,28,1
0.65,0.13,23,23,1
0.65,0.13,22,22,1
0.65,0.13,22,22,1
0.65,0.13,22,22,1
0.65,0.13,23,23,1
0.65,0.14,21,21,1
0.65,0.14,23,23,1
0.65,0.14,22,22,1
0.65,0.14,26,26,1
0.65,0.14,22,23,1
0.65,0.14,21,21,1
0.65,0.14,25,25,1
0.65,0.14,21,22,1
0.65,0.14,23,23,1
0.65,0.14,23,24,1
0.65,0.15,22,23,1
0.65,0.15,21,21,1
0.65,0.15,24,24,1
0.65,0.15,38,38,1
0.65,0.15,23,23,1
0.65,0.15,22,22,1
0.65,0.15,20,21,1
0.65,0.15,21,22,1
0.65,0.15,26,26,1
0.65,0.15,27,27,1
0.65,0.16,21,21,1
0.65,0.16,22,23,1
0.65,0.16,21,25,1
0.65,0.16,24,25,1
0.65,0.16,23,23,1
0.65,0.16,26,26,1
0.65,0.16,29,29,1
0.65,0.16,31,31,1
0.65,0.16,22,22,1
0.65,0.16,43,43,1
0.65,0.17,22,22,1
0.65,0.17,28,28,1
0.65,0.17,20,21,1
0.65,0.17,22,22,1
0.65,0.17,24,24,1
0.65,0.17,24,24,1
0.65,0.17,22,22,1
0.65,0.17,20,20,1
0.65,0.17,21,21,1
0.65,0.17,20,21,1
0.65,0.18,21,21,1
0.65,0.18,23,23,1
0.65,0.18,20,20,1
0.65,0.18,25,25,1
0.65,0.18,25,26,1
0.65,0.18,23,23,1
0.65,0.18,25,25,1
0.65,0.18,27,27,1
0.65,0.18,27,27,1
0.65,0.18,21,21,1
0.65,0.19,25,25,1
0.65,0.19,19,20,1
0.65,0.19,21,22,1
0.65,0.19,33,33,1
0.65,0.19,20,20,1
0.65,0.19,22,22,1
0.65,0.19,22,22,1
0.65,0.19,21,21,1
0.65,0.19,20,20,1
0.65,0.19,21,22,1
0.65,0.2,21,21,1
0.65,0.2,20,20,1
0.65,0.2,20,20,1
0.65,0.2,23,23,1
0.65,0.2,22,22,1
0.65,0.2,22,22,1
0.65,0.2,24,24,1
0.65,0.2,47,48,1
0.65,0.2,20,21,1
0.65,0.2,22,22,1
0.65,0.21,21,21,1
0.65,0.21,22,22,1
0.65,0.21,26,26,1
0.65,0.21,21,21,1
0.65,0.21,24,24,1
0.65,0.21,20,20,1
0.65,0.21,22,22,1
0.65,0.21,23,23,1
0.65,0.21,19,20,1
0.65,0.21,20,20,1
0.65,0.22,20,20,1
0.65,0.22,24,24,1
0.65,0.22,21,21,1
0.65,0.22,20,20,1
0.65,0.22,20,22,1
0.65,0.22,20,20,1
0.65,0.22,22,22,1
0.65,0.22,19,20,1
0.65,0.22,20,21,1
0.65,0.22,21,21,1
0.65,0.23,23,23,1
0.65,0.23,36,36,1
0.65,0.23,29,29,1
0.65,0.23,20,20,1
0.65,0.23,20,20,1
0.65,0.23,20,20,1
0.65,0.23,21,21,1
0.65,0.23,20,21,1
0.65,0.23,23,23,1
0.65,0.23,20,20,1
0.65,0.24,20,20,1
0.65,0.24,21,21,1
0.65,0.24,19,19,1
0.65,0.24,18,19,1
0.65,0.24,22,22,1
0.65,0.24,20,20,1
0.65,0.24,18,18,1
0.65,0.24,21,22,1
0.65,0.24,23,23,1
0.65,0.24,26,26,1
0.65,0.25,20,20,1
0.65,0.25,25,25,1
0.65,0.25,22,22,1
0.65,0.25,20,20,1
0.65,0.25,21,21,1
0.65,0.25,33,33,1
0.65,0.25,21,21,1
0.65,0.25,19,27,1
0.65,0.25,24,24,1
0.65,0.25,20,20,1
0.65,0.26,18,18,1
0.65,0.26,21,21,1
0.65,0.26,20,20,1
0.65,0.26,32,32,1
0.65,0.26,22,22,1
0.65,0.26,20,20,1
0.65,0.26,20,21,1
0.65,0.26,19,20,1
0.65,0.26,23,23,1
0.65,0.26,21,23,1
0.65,0.27,22,22,1
0.65,0.27,22,22,1
0.65,0.27,19,20,1
0.65,0.27,18,18,1
0.65,0.27,21,21,1
0.65,0.27,17,19,1
0.65,0.27,20,20,1
0.65,0.27,21,21,1
0.65,0.27,19,19,1
0.65,0.27,23,23,1
0.65,0.28,21,21,1
0.65,0.28,19,19,1
0.65,0.28,20,20,1
0.65,0.28,20,20,1
0.65,0.28,19,19,1
0.65,0.28,21,21,1
0.65,0.28,23,23,1
0.65,0.28,19,19,1
0.65,0.28,19,20,1
0.65,0.28,18,18,1
0.65,0.29,21,21,1
0.65,0.29,22,22,1
0.65,0.29,21,21,1
0.65,0.29,18,19,1
0.65,0.29,18,18,1
0.65,0.29,18,18,1
0.65,0.29,19,19,1
0.65,0.29,20,20,1
0.65,0.29,24,24,1
0.65,0.29,20,20,1
0.65,0.3,20,20,1
0.65,0.3,27,28,1
0.65,0.3,21,21,1
0.65,0.3,17,18,1
0.65,0.3,20,21,1
0.65,0.3,23,23,1
0.65,0.3,20,20,1
0.65,0.3,18,18,1
0.65,0.3,18,18,1
0.65,0.3,19,19,1
0.65,0.31,20,20,1
0.65,0.31,29,29,1
0.65,0.31,22,22,1
0.65,0.31,21,21,1
0.65,0.31,19,19,1
0.65,0.31,21,21,1
0.65,0.31,18,18,1
0.65,0.31,18,18,1
0.65,0.31,21,21,1
0.65,0.31,19,19,1
0.65,0.32,17,18,1
0.65,0.32,16,17,1
0.65,0.32,17,18,1
0.65,0.32,16,17,1
0.65,0.32,18,18,1
0.65,0.32,18,18,1
0.65,0.32,21,21,1
0.65,0.32,18,18,1
0.65,0.32,17,17,1
0.65,0.32,20,20,1
0.65,0.33,19,19,1
0.65,0.33,22,22,1
0.65,0.33,18,19,1
0.65,0.33,17,18,1
0.65,0.33,25,27,1
0.65,0.33,19,19,1
0.65,0.33,17,18,1
0.65,0.33,18,18,1
0.65,0.33,17,17,1
0.65,0.33,19,19,1
0.65,0.34,18,18,1
0.65,0.34,19,19,1
0.65,0.34,20,20,1
0.65,0.34,20,20,1
0.65,0.34,21,21,1
0.65,0.34,20,20,1
0.65,0.34,19,19,1
0.65,0.34,18,19,1
0.65,0.34,18,18,1
0.65,0.34,22,22,1
0.65,0.35,16,18,1
0.65,0.35,16,16,1
0.65,0.35,24,24,1
0.65,0.35,18,18,1
0.65,0.35,17,17,1
0.65,0.35,18,18,1
0.65,0.35,17,17,1
0.65,0.35,18,18,1
0.65,0.35,19,19,1
0.65,0.35,35,35,1
0.65,0.36,19,19,1
0.65,0.36,16,16,1
0.65,0.36,17,17,1
0.65,0.36,18,18,1
0.65,0.36,19,19,1
0.65,0.36,20,20,1
0.65,0.36,16,17,1
0.65,0.36,23,23,1
0.65,0.36,15,16,1
0.65,0.36,18,18,1
0.65,0.37,21,21,1
0.65,0.37,21,21,1
0.65,0.37,17,17,1
0.65,0.37,18,19,1
0.65,0.37,19,19,1
0.65,0.37,18,18,1
0.65,0.37,17,17,1
0.65,0.37,16,16,1
0.65,0.37,16,16,1
0.65,0.37,17,17,1
0.65,0.38,23,23,1
0.65,0.38,16,16,1
0.65,0.38,17,17,1
0.65,0.38,24,25,1
0.65,0.38,22,23,1
0.65,0.38,18,18,1
0.65,0.38,17,18,1
0.65,0.38,18,18,1
0.65,0.38,36,36,1
0.65,0.38,18,18,1
0.65,0.39,16,16,1
0.65,0.39,17,17,1
0.65,0.39,18,18,1
0.65,0.39,15,16,1
0.65,0.39,18,18,1
0.65,0.39,16,16,1
0.65,0.39,21,21,1
0.65,0.39,19,19,1
0.65,0.39,17,17,1
0.65,0.39,16,17,1
0.65,0.4,23,23,1
0.65,0.4,15,16,1
0.65,0.4,17,17,1
0.65,0.4,18,18,1
0.65,0.4,18,18,1
0.65,0.4,18,18,1
0.65,0.4,19,19,1
0.65,0.4,18,18,1
0.65,0.4,17,17,1
0.65,0.4,18,18,1
0.65,0.41,22,22,1
0.65,0.41,18,18,1
0.65,0.41,19,19,1
0.65,0.41,17,18,1
0.65,0.41,16,16,1
0.65,0.41,15,16,1
0.65,0.41,16,16,1
0.65,0.41,18,18,1
0.65,0.41,17,17,1
0.65,0.41,17,17,1
0.65,0.42,28,28,1
0.65,0.42,18,18,1
0.65,0.42,17,17,1
0.65,0.42,16,16,1
0.65,0.42,18,18,1
0.65,0.42,16,16,1
